sbs_id;facexp;departamento;provincia;sexo;p3;p6;leerescribir;niveleducativo;distanciaOficina;distanciaCajero;distanciaAgente;usocajero;vecescajero;ServFInternet;CategoriaIngreso;PagoAlimentacion;PagoSalud;PagoEducacion;PagoServiciosHogar;PagoDeudas;PagoVivienda;PagoEntretenimiento;CuentaAhorro;CuentaPlazo;CuentaCTS;PropensionAhorro;Entidad Credito;PropensionCredito;MotivoNoPropensionCredito;TarjetaCredito;EducacionFinanciera
449;1743;Arequipa;Arequipa;Mujer;40;Castellano;Sí;Secund. completa;5;15;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;En efectivo;No;No;Sí;Banco privado;Banca Multiple;Cuotas que pueda pagar;;No;Bajo nivel
450;1749;Arequipa;Arequipa;Hombre;23;Castellano;Sí;Sup. no universitaria completa;5;13;5;No;;Sí;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;En efectivo;;;Sí;Sí;No;Cooperativa;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Nivel Alto
451;2915;Arequipa;Arequipa;Hombre;23;Castellano;Sí;Secund. completa;7;10;7;No;;Sí;De  S/ 400 hasta menos de S/ 750;;;;;;;;Sí;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
452;0;Arequipa;Arequipa;Hombre;No precisa;Castellano;Sí;Sup. no universitaria incompleta;5;5;2;No;;No;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Cooperativa;Cooperativa;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
453;3868;Arequipa;Arequipa;Hombre;26;Castellano;Sí;Sup. no universitaria incompleta;8;8;4;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;En efectivo;Con tarjeta de débito o crédito;En efectivo;;;No;No;No;Banco privado;Banca Multiple;Cuotas que pueda pagar;;Sí;Nivel Alto
454;2321;Arequipa;Arequipa;Hombre;35;Castellano;Sí;Sup. universitaria completa;2;5;2;Sí;8;Sí;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;;Con tarjeta de débito o crédito;;En efectivo;Con tarjeta de débito o crédito;Sí;No;Sí;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
455;1735;Arequipa;Arequipa;Mujer;33;Castellano;Sí;Sup. no universitaria completa;4;4;3;No;;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;En efectivo;;;;No;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
456;2313;Arequipa;Arequipa;Mujer;55;Castellano;Sí;Sup. no universitaria incompleta;2;5;2;No;;;De  S/ 750 hasta menos de S/ 1,022;;;;En efectivo;;En efectivo;;No;No;No;Cajas municipales;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
457;1156;Arequipa;Arequipa;Mujer;40;Castellano;Sí;Sup. universitaria completa;4;8;4;Sí;2;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;;;;En efectivo;Sí;No;Sí;Cajas municipales;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
458;3094;Arequipa;Arequipa;Hombre;29;Castellano;Sí;Secund. completa;6;6;3;No;;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Cajas municipales;Banca Multiple;Trámite rápido y préstamo a tiempo;;No;Bajo nivel
459;1735;Arequipa;Arequipa;Mujer;44;Castellano;Sí;Sup. no universitaria completa;3;10;3;No;;No;Menos de S/ 400;;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
460;1156;Arequipa;Arequipa;Mujer;70;Castellano;Sí;Secund. completa;3;7;3;Sí;0;;De  S/ 400 hasta menos de S/ 750;;;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
461;1547;Arequipa;Arequipa;Hombre;28;Castellano;Sí;Sup. universitaria completa;5;5;2;Sí;0;No;De  S/ 1,022 hasta menos de S/ 1,500;;;;En efectivo;En efectivo;;En efectivo;No;No;No;Financieras;Banca Multiple;Cuotas que pueda pagar;No creo que me den;Sí;Bajo nivel
462;1735;Arequipa;Arequipa;Mujer;69;Castellano;Sí;Secund. incompleta;7;7;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;No;No;No;Cajas municipales;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Otro;No;Bajo nivel
463;2321;Arequipa;Arequipa;Hombre;59;Castellano;Sí;Sup. universitaria incompleta;2;5;2;Sí;3;No;De  S/ 2,100 a más;En efectivo;En efectivo;En efectivo;Con tarjeta de débito o crédito;En efectivo;;;Sí;No;No;Banco privado;Banca Multiple;Cuotas que pueda pagar;;Sí;Nivel Alto
464;4065;Arequipa;Arequipa;Hombre;45;Castellano;Sí;Sup. no universitaria incompleta;15;15;8;No;;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;En efectivo;En efectivo;En efectivo;;;No;No;Sí;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
465;4052;Arequipa;Arequipa;Mujer;31;Quechua;Sí;Secund. completa;1;1;8;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;No creo que me den;No;Bajo nivel
466;5420;Arequipa;Arequipa;Hombre;25;Castellano;Sí;Sup. no universitaria completa;10;20;3;Sí;30;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;No;Cajas municipales;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Nivel Alto
467;3039;Arequipa;Arequipa;Mujer;23;Castellano;Sí;Sup. no universitaria completa;20;20;10;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;;;;;Sí;No;Sí;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
468;6776;Arequipa;Arequipa;Hombre;22;Castellano;Sí;Sup. universitaria incompleta;30;40;5;Sí;5;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;;En efectivo;;En efectivo;Sí;No;No;Banco privado;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
469;5420;Arequipa;Arequipa;Hombre;22;Castellano;Sí;Sup. universitaria incompleta;30;30;10;Sí;5;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;Sí;Bajo nivel
470;2026;Arequipa;Arequipa;Mujer;47;Castellano;Sí;Sup. universitaria incompleta;20;20;5;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;En efectivo;;;No;No;No;Otro;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
471;2710;Arequipa;Arequipa;Hombre;30;Castellano;Sí;Sup. no universitaria completa;20;15;3;Sí;15;Sí;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Sí;No;Sí;Banco de la nación;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Estoy en infocorp;Sí;Nivel Alto
472;4052;Arequipa;Arequipa;Mujer;55;Castellano;Sí;Sup. universitaria incompleta;30;30;8;Sí;2;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;En efectivo;;;No;No;No;Banco privado;Banca Multiple;Cuotas que pueda pagar;;Sí;Nivel Alto
473;2026;Arequipa;Arequipa;Mujer;43;Castellano;Sí;Secund. completa;30;30;5;Sí;0;No;;Por internet;En efectivo;En efectivo;;;;;No;No;No;Ninguno;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
474;9117;Arequipa;Arequipa;Mujer;60;Castellano;Sí;Primaria completa;8;20;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;En efectivo;;;No;No;No;Banco privado;Banca Multiple;Cuotas que pueda pagar;;No;Nivel Alto
475;4065;Arequipa;Arequipa;Hombre;23;Castellano;Sí;Secund. completa;45;45;3;Sí;6;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;En efectivo;Sí;No;Sí;Banco privado;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;Sí;Nivel Alto
476;12212;Loreto;Maynas;Hombre;36;Castellano;Sí;Secund. completa;3;3;;Sí;2;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;Sí;Sí;Cajas municipales;Casa Empeño;Trámite rápido y préstamo a tiempo;Muchos requisitos documentarios;Sí;Nivel Alto
477;7327;Loreto;Maynas;Hombre;32;Castellano;Sí;Secund. completa;15;15;15;Sí;3;;De  S/ 2,100 a más;;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;No necesito;No;Nivel Alto
478;7303;Loreto;Maynas;Mujer;40;Castellano;Sí;Sup. no universitaria completa;20;25;30;No;;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;No;No;Sí;Banco privado;Banca Multiple;Trámite rápido y préstamo a tiempo;;Sí;Bajo nivel
479;9129;Loreto;Maynas;Mujer;43;Castellano;Sí;Sup. no universitaria incompleta;20;20;30;Sí;8;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Nivel Alto
480;7303;Loreto;Maynas;Mujer;49;Castellano;Sí;Primaria completa;;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;No;No;No;Cajas municipales;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
481;3651;Loreto;Maynas;Mujer;49;Castellano;Sí;Postgrado;15;15;30;Sí;7;;De  S/ 2,100 a más;En efectivo;;En efectivo;En efectivo;;En efectivo;;Sí;No;No;Banco privado;No solicito;Que le den la cantidad que necesita;Ya tengo un crédito de otra fuente;No;Nivel Alto
482;5477;Loreto;Maynas;Mujer;48;Castellano;Sí;Secund. incompleta;20;20;30;Sí;3;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Bajo nivel
483;4885;Loreto;Maynas;Hombre;40;Castellano;Sí;Sup. universitaria completa;15;15;;Sí;4;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Banco de la nación;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Nivel Alto
484;5477;Loreto;Maynas;Mujer;48;Castellano;Sí;Secund. completa;20;10;30;No;;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;;No;No;No;Banco de la nación;Familiares;Plazo conveniente;No necesito;No;Nivel Alto
485;4885;Loreto;Maynas;Hombre;67;Castellano;Sí;Secund. completa;15;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
486;7327;Loreto;Maynas;Hombre;45;Castellano;Sí;Secund. completa;10;10;;Sí;3;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;Sí;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;Tengo pocos ingresos;No;Nivel Alto
487;12212;Loreto;Maynas;Hombre;70;Castellano;Sí;Primaria completa;15;15;;No;;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;Muchos requisitos documentarios;No;Nivel Alto
488;6807;Loreto;Maynas;Hombre;50;Castellano;Sí;Sup. no universitaria completa;10;10;;Sí;0;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;En efectivo;En efectivo;En efectivo;En efectivo;;Sí;No;No;Ninguno;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Bajo nivel
489;9076;Loreto;Maynas;Hombre;41;Castellano;Sí;Secund. completa;10;10;10;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;Sí;No;No;Casa, familiares o amigos;Banca Multiple;Que no le pidan muchos documentos;;No;Nivel Alto
490;8481;Loreto;Maynas;Mujer;30;Castellano;Sí;Sup. universitaria incompleta;30;30;30;Sí;2;;;;;En efectivo;;;;;No;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Bajo nivel
491;3392;Loreto;Maynas;Mujer;33;Castellano;Sí;Secund. completa;15;15;5;Sí;3;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;;;;;Sí;No;No;Banco privado;No solicito;Que no le pidan muchos documentos;Tengo pocos ingresos;No;Bajo nivel
492;5088;Loreto;Maynas;Mujer;36;Castellano;Sí;Primaria completa;20;20;10;No;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Banco privado;No solicito;Pagos en fechas convenientes;No creo que me den;No;Bajo nivel
493;10177;Loreto;Maynas;Mujer;50;Castellano;Sí;Primaria incompleta;3;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;Casa Empeño;Que no sea muy caro (tasa de interés y otros cargos);Muchos requisitos documentarios;No;Bajo nivel
494;15883;Loreto;Maynas;Hombre;22;Castellano;Sí;Secund. incompleta;5;5;3;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;En efectivo;;No;No;No;Banco privado;No solicito;Que le den la cantidad que necesita;Muchos requisitos documentarios;No;Bajo nivel
495;1696;Loreto;Maynas;Mujer;43;Castellano;Sí;Secund. incompleta;5;5;5;No;;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Bajo nivel
496;8481;Loreto;Maynas;Mujer;59;Castellano;Sí;Primaria incompleta;5;;;;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Pagos en fechas convenientes;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
497;1696;Loreto;Maynas;Mujer;41;Castellano;Sí;Secund. incompleta;20;20;;No;;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
498;4538;Loreto;Maynas;Hombre;31;Castellano;Sí;Sup. no universitaria completa;5;5;3;Sí;10;No;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Sí;No;Sí;Banco privado;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;Sí;Nivel Alto
499;6785;Loreto;Maynas;Mujer;22;Castellano;Sí;Sup. universitaria incompleta;8;8;20;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;En efectivo;En efectivo;Sí;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;No creo que me den;No;Bajo nivel
500;3306;Loreto;Loreto;Mujer;62;Castellano;Sí;Secund. completa;10;10;2;Sí;7;;;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
501;4422;Loreto;Loreto;Hombre;22;Castellano;Sí;Sup. universitaria incompleta;10;10;10;Sí;6;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;En efectivo;Sí;No;No;Casa, familiares o amigos;Familiares;Cuotas que pueda pagar;Muchos requisitos documentarios;No;Nivel Alto
502;2211;Loreto;Loreto;Hombre;23;Castellano;Sí;Sup. no universitaria completa;5;5;;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
503;737;Loreto;Loreto;Hombre;45;Castellano;Sí;Sup. universitaria incompleta;5;5;;Sí;2;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;En efectivo;En efectivo;;Sí;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;No creo que me den;No;Nivel Alto
504;2211;Loreto;Loreto;Hombre;32;Castellano;Sí;Sup. no universitaria completa;5;5;;Sí;15;Sí;De  S/ 2,100 a más;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Con tarjeta de débito o crédito;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;Sí;Bajo nivel
505;2211;Loreto;Loreto;Hombre;47;Castellano;Sí;Secund. completa;10;10;;No;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Bajo nivel
506;2211;Loreto;Loreto;Hombre;68;Castellano;Sí;Secund. completa;4;4;;No;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;En efectivo;No;No;No;Banco privado;Cooperativa;Cuotas que pueda pagar;No necesito;No;Bajo nivel
507;4422;Loreto;Loreto;Hombre;30;Castellano;Sí;Sup. no universitaria incompleta;10;10;7;No;;No;;;En efectivo;En efectivo;;;;;No;No;No;Casa, familiares o amigos;Familiares;Que le ofrezcan regalos, promociones, etc.;No necesito;No;Bajo nivel
508;6633;Loreto;Loreto;Hombre;31;Castellano;Sí;Sup. universitaria incompleta;10;10;6;Sí;6;;Menos de S/ 400;;;En efectivo;;;En efectivo;;Sí;No;No;Banco de la nación;Familiares;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
509;1102;Loreto;Loreto;Mujer;33;Castellano;Sí;Sup. no universitaria completa;10;10;5;Sí;1;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;Familiares;Que no le pidan muchos documentos;No creo que me den;No;Bajo nivel
510;2755;Loreto;Loreto;Mujer;37;Castellano;Sí;Sup. no universitaria completa;2;2;;No;;;;En efectivo;;;En efectivo;;;En efectivo;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;No necesito;No;Bajo nivel
511;2948;Loreto;Loreto;Hombre;27;Castellano;Sí;Secund. completa;10;10;10;Sí;2;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Bajo nivel
512;617;Loreto;Maynas;Mujer;57;Castellano;Sí;Secund. incompleta;10;;;;;;;En efectivo;;;En efectivo;En efectivo;;;No;No;No;Banco privado;Banca Multiple;Trámite rápido y préstamo a tiempo;;Sí;Bajo nivel
513;1234;Loreto;Maynas;Mujer;20;Castellano;Sí;Primaria completa;20;20;30;Sí;0;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;Sí;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
514;0;Loreto;Maynas;Mujer;52;Castellano;Sí;Secund. completa;25;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;No;No;No;Banco privado;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Bajo nivel
515;617;Loreto;Maynas;Mujer;53;Castellano;Sí;Sup. no universitaria incompleta;30;15;;Sí;6;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Banco de la nación;Banca Multiple;Que le den la cantidad que necesita;;Sí;Nivel Alto
516;1238;Loreto;Maynas;Hombre;31;Castellano;Sí;Sup. universitaria completa;2;2;2;Sí;6;Sí;De  S/ 2,100 a más;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;Sí;Sí;Sí;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Ya tengo un crédito de otra fuente;No;Nivel Alto
517;617;Loreto;Maynas;Mujer;27;Castellano;Sí;Secund. completa;;;;;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Prestamistas;No solicito;Trámite rápido y préstamo a tiempo;Tengo pocos ingresos;No;Bajo nivel
518;1850;Loreto;Maynas;Mujer;28;Castellano;Sí;Secund. completa;10;10;10;Sí;7;Sí;;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Bajo nivel
519;1234;Loreto;Maynas;Mujer;43;Castellano;Sí;Sup. universitaria completa;15;15;15;Sí;16;Sí;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Ninguno;No solicito;Que no le pidan muchos documentos;Estoy en infocorp;No;Bajo nivel
520;617;Loreto;Maynas;Mujer;34;Castellano;Sí;Secund. completa;30;30;30;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;;En efectivo;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Ya tengo un crédito de otra fuente;Sí;Bajo nivel
521;617;Loreto;Maynas;Mujer;27;Castellano;Sí;Secund. incompleta;;;;;;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Nivel Alto
522;925;Loreto;Maynas;Mujer;29;Castellano;Sí;Secund. completa;5;5;5;Sí;5;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Banco privado;Familiares;Que no le pidan muchos documentos;Ya tengo un crédito de otra fuente;No;Nivel Alto
523;825;Loreto;Maynas;Hombre;40;Castellano;Sí;Sup. no universitaria completa;10;10;10;Sí;2;Sí;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;Sí;Sí;No;Banco de la nación;Banca Multiple;Cuotas que pueda pagar;;No;Nivel Alto
524;23935;Loreto;Maynas;Mujer;37;Castellano;Sí;Secund. completa;20;20;;Sí;20;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;Casa Empeño;Trámite rápido y préstamo a tiempo;Otro;No;Bajo nivel
525;8005;Loreto;Maynas;Hombre;65;Castellano;Sí;Sup. universitaria completa;10;10;2;Sí;6;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;Sí;No;Banco privado;Casa Empeño;Cuotas que pueda pagar;No necesito;Sí;Nivel Alto
526;11967;Loreto;Maynas;Mujer;29;Castellano;Sí;Secund. completa;15;15;5;No;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco privado;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Nivel Alto
527;2992;Loreto;Maynas;Mujer;26;Castellano;Sí;Sup. no universitaria completa;20;;;;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;No;No;No;Banco de la nación;No solicito;Pagos en fechas convenientes;No creo que me den;No;Bajo nivel
528;8975;Loreto;Maynas;Mujer;41;Castellano;Sí;Sup. universitaria completa;10;10;2;Sí;3;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;No;Banco privado;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;Sí;Bajo nivel
529;8975;Loreto;Maynas;Mujer;32;Castellano;Sí;Sup. universitaria completa;5;5;10;Sí;8;No;Menos de S/ 400;En efectivo;En efectivo;;;;;;No;Sí;No;Banco privado;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Bajo nivel
530;5984;Loreto;Maynas;Mujer;23;Castellano;Sí;Sup. universitaria incompleta;4;4;2;Sí;5;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;Sí;Sí;No;Casa, familiares o amigos;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;Sí;Bajo nivel
531;12007;Loreto;Maynas;Hombre;49;Castellano;Sí;Secund. incompleta;3;3;4;Sí;5;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;;;;;;No;No;No;Casa, familiares o amigos;Familiares;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
532;8975;Loreto;Maynas;Mujer;41;Castellano;Sí;Sup. no universitaria incompleta;5;;;;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Ninguno;Casa Empeño;Trámite rápido y préstamo a tiempo;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
533;8975;Loreto;Maynas;Mujer;22;Castellano;Sí;Sup. universitaria completa;5;2;5;Sí;12;Sí;De  S/ 2,100 a más;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;Sí;Banco privado;Familiares;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Nivel Alto
534;8975;Loreto;Maynas;Mujer;40;Castellano;Sí;Secund. incompleta;10;10;;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Bajo nivel
535;12007;Loreto;Maynas;Hombre;62;Castellano;Sí;Primaria completa;;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
536;1577;Lima;Lima;Mujer;32;Castellano;Sí;Sup. no universitaria completa;10;10;5;Sí;3;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;;En efectivo;En efectivo;En efectivo;Sí;No;No;Banco privado;Familiares;Que le den la cantidad que necesita;Es muy caro (altas tasas, comisiones y cargos);Sí;Nivel Alto
537;4218;Lima;Lima;Hombre;28;Castellano;Sí;Secund. incompleta;10;10;5;No;;No;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;;En efectivo;En efectivo;;;Sí;No;No;Banco privado;Banca Multiple;Cuotas que pueda pagar;;No;Bajo nivel
538;5255;Lima;Lima;Mujer;19;Castellano;Sí;Sup. universitaria incompleta;20;20;5;Sí;3;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;;;;En efectivo;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
