sbs_id;facexp;departamento;provincia;sexo;p3;p6;leerescribir;niveleducativo;distanciaOficina;distanciaCajero;distanciaAgente;usocajero;vecescajero;ServFInternet;CategoriaIngreso;PagoAlimentacion;PagoSalud;PagoEducacion;PagoServiciosHogar;PagoDeudas;PagoVivienda;PagoEntretenimiento;CuentaAhorro;CuentaPlazo;CuentaCTS;PropensionAhorro;Entidad Credito;PropensionCredito;MotivoNoPropensionCredito;TarjetaCredito;EducacionFinanciera
5943;2949;Lima;Lima;Hombre;56;Castellano;Sí;Secund. incompleta;25;25;10;No;;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
5944;7802;Lima;Lima;Hombre;29;Castellano;Sí;Secund. completa;10;10;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;En efectivo;En efectivo;;;En efectivo;No;No;No;Banco privado;Casa Empeño;Que no sea muy caro (tasa de interés y otros cargos);Falta de garantías;No;Bajo nivel
5945;4666;Lima;Lima;Mujer;18;Castellano;Sí;Secund. completa;10;10;10;No;;;;;;;;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5946;3121;Lima;Lima;Hombre;25;Castellano;Sí;Sup. no universitaria incompleta;10;10;5;Sí;12;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;;En efectivo;;;;Sí;No;Sí;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Falta de garantías;No;Nivel Alto
5947;1560;Lima;Lima;Hombre;36;Castellano;Sí;Sup. universitaria incompleta;15;15;5;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;En efectivo;No;No;No;Banco privado;No solicito;Que no le pidan muchos documentos;Falta de garantías;No;Nivel Alto
5948;3121;Lima;Lima;Hombre;65;Castellano;Sí;Primaria incompleta;20;20;5;Sí;4;;;En efectivo;;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Pagos en fechas convenientes;No necesito;No;Nivel Alto
5949;2333;Lima;Lima;Mujer;19;Castellano;Sí;Sup. no universitaria incompleta;20;20;5;Sí;2;Sí;;;;;;;;;No;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
5950;3121;Lima;Lima;Hombre;18;Castellano;Sí;Secund. completa;30;30;15;No;;No;;;;;;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
5951;3121;Lima;Lima;Hombre;21;Castellano;Sí;Secund. completa;15;15;15;No;;Sí;De  S/ 400 hasta menos de S/ 750;En efectivo;;;;;;;No;No;No;Banco de la nación;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
5952;4321;Lima;Lima;Hombre;20;Castellano;Sí;Sup. no universitaria incompleta;20;20;20;No;;No;De  S/ 400 hasta menos de S/ 750;;;;;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Nivel Alto
5953;2423;Lima;Lima;Mujer;18;Castellano;Sí;Secund. completa;10;10;10;No;;;;;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;No necesito;No;Nivel Alto
5954;4321;Lima;Lima;Hombre;58;Castellano;Sí;Secund. incompleta;15;15;15;No;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
5955;2161;Lima;Lima;Hombre;24;Castellano;Sí;Secund. completa;5;5;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Falta de garantías;No;Bajo nivel
5956;2161;Lima;Lima;Hombre;69;Castellano;Sí;Secund. incompleta;25;25;10;Sí;1;No;;En efectivo;;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
5957;1615;Lima;Lima;Mujer;68;Castellano;Sí;Secund. incompleta;15;15;5;No;;;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Pagos en fechas convenientes;No necesito;No;Nivel Alto
5958;2161;Lima;Lima;Hombre;18;Castellano;Sí;Sup. no universitaria incompleta;30;30;10;No;;Sí;;;;;;;;;No;No;No;Banco privado;No solicito;Plazo conveniente;No necesito;No;Nivel Alto
5959;1615;Lima;Lima;Mujer;38;Castellano;Sí;Secund. incompleta;25;25;10;No;;No;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No creo que me den;No;Nivel Alto
5960;9844;Lima;Lima;Mujer;56;Castellano;Sí;Secund. completa;5;5;5;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5961;6585;Lima;Lima;Hombre;29;Castellano;Sí;Sup. universitaria incompleta;10;10;10;Sí;3;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;Sí;No;Sí;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5962;2461;Lima;Lima;Mujer;47;Castellano;Sí;Secund. completa;10;10;10;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5963;6585;Lima;Lima;Hombre;63;Castellano;Sí;Secund. completa;5;5;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5964;2461;Lima;Lima;Mujer;40;Castellano;Sí;Secund. completa;10;10;10;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5965;6585;Lima;Lima;Hombre;69;Castellano;Sí;Primaria completa;10;10;10;Sí;3;;;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5966;3692;Lima;Lima;Mujer;21;Castellano;Sí;Secund. completa;10;10;10;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5967;2461;Lima;Lima;Mujer;33;Castellano;Sí;Sup. no universitaria completa;10;10;10;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5968;3978;Lima;Lima;Hombre;57;Castellano;Sí;Sup. no universitaria completa;10;10;10;No;;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5969;1989;Lima;Lima;Hombre;69;Castellano;Sí;Sup. universitaria completa;10;10;10;Sí;3;No;;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5970;2974;Lima;Lima;Mujer;65;Castellano;Sí;Primaria completa;5;5;5;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5971;3978;Lima;Lima;Hombre;67;Castellano;Sí;Primaria completa;10;10;5;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5972;1989;Lima;Lima;Hombre;60;Castellano;Sí;Secund. completa;10;10;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5973;2984;Lima;Lima;Hombre;18;Castellano;Sí;Secund. completa;10;10;10;No;;;;;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5974;1487;Lima;Lima;Mujer;60;Castellano;Sí;Sup. universitaria incompleta;10;10;10;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5975;3978;Lima;Lima;Hombre;28;Castellano;Sí;Sup. universitaria incompleta;10;10;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5976;718;Lima;Lima;Mujer;28;Castellano;Sí;Secund. completa;10;10;10;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5977;359;Lima;Lima;Mujer;38;Castellano;Sí;Secund. completa;10;10;10;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5978;718;Lima;Lima;Mujer;20;Castellano;Sí;Secund. completa;10;10;10;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5979;1920;Lima;Lima;Hombre;49;Castellano;Sí;Primaria completa;10;10;10;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5980;718;Lima;Lima;Mujer;32;Castellano;Sí;Secund. completa;10;10;10;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5981;718;Lima;Lima;Mujer;29;Castellano;Sí;Secund. completa;10;10;10;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5982;718;Lima;Lima;Mujer;49;Castellano;Sí;Primaria completa;10;10;10;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5983;960;Lima;Lima;Hombre;46;Castellano;Sí;Secund. completa;10;10;10;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5984;17353;Lima;Lima;Hombre;70;Castellano;Sí;Sup. universitaria completa;3;3;2;Sí;3;No;De  S/ 2,100 a más;En efectivo;;;En efectivo;En efectivo;;;Sí;No;No;Casa, familiares o amigos;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;Sí;Nivel Alto
5985;60735;Lima;Lima;Hombre;40;Castellano;Sí;Sup. no universitaria completa;4;4;2;Sí;60;Sí;De  S/ 2,100 a más;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;Sí;Banco privado;No solicito;Plazo conveniente;Ya tengo un crédito de otra fuente;No;Nivel Alto
5986;26029;Lima;Lima;Hombre;42;Castellano;Sí;Sup. universitaria completa;3;3;3;Sí;3;No;De  S/ 2,100 a más;En efectivo;;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;Sí;Banco privado;No solicito;Plazo conveniente;No necesito;Sí;Nivel Alto
5987;25943;Lima;Lima;Mujer;32;Castellano;Sí;Secund. completa;10;10;2;Sí;10;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;En efectivo;En efectivo;;;;Sí;No;Sí;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
5992;7537;Lima;Lima;Mujer;20;Castellano;Sí;Sup. no universitaria incompleta;3;3;3;Sí;10;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;En efectivo;En efectivo;;;Sí;No;Sí;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;Sí;Nivel Alto
5993;20165;Lima;Lima;Hombre;34;Castellano;Sí;Sup. no universitaria completa;4;4;10;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;Sí;No;No;Casa, familiares o amigos;No solicito;Pagos en fechas convenientes;Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
5994;15074;Lima;Lima;Mujer;41;Castellano;Sí;Sup. no universitaria incompleta;5;5;5;Sí;6;;De  S/ 2,100 a más;En efectivo;;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Casa, familiares o amigos;Banca Multiple;Cuotas que pueda pagar;;No;Nivel Alto
5995;10083;Lima;Lima;Hombre;63;Castellano;Sí;Sup. universitaria completa;5;5;5;Sí;3;No;De  S/ 2,100 a más;En efectivo;;;En efectivo;En efectivo;;;Sí;Sí;No;Banco privado;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Nivel Alto
6000;4999;Lima;Lima;Mujer;19;Castellano;Sí;Sup. universitaria incompleta;15;15;10;Sí;3;No;;;;;;;;;No;No;No;Banco de la nación;No solicito;Pagos en fechas convenientes;No necesito;No;Nivel Alto
6001;7498;Lima;Lima;Mujer;26;Castellano;Sí;Secund. completa;10;10;5;Sí;3;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Financieras;Banca Multiple;Pagos en fechas convenientes;;No;Nivel Alto
6002;4458;Lima;Lima;Hombre;38;Castellano;Sí;Sup. no universitaria completa;10;10;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Financieras;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
6003;4166;Lima;Lima;Mujer;50;Castellano;Sí;Secund. incompleta;10;10;10;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Financieras;No solicito;Que no le pidan muchos documentos;No necesito;No;Bajo nivel
6004;1666;Lima;Lima;Mujer;36;Castellano;Sí;Secund. incompleta;10;10;5;No;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
6005;4458;Lima;Lima;Hombre;47;Castellano;Sí;Sup. no universitaria completa;10;10;5;Sí;3;Sí;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;Sí;Financieras;Banca Multiple;Plazo conveniente;;Sí;Nivel Alto
6006;4458;Lima;Lima;Hombre;39;Castellano;Sí;Secund. completa;10;10;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;Sí;Financieras;Banca Multiple;Que no le pidan muchos documentos;;No;Nivel Alto
6007;1666;Lima;Lima;Mujer;28;Castellano;Sí;Sup. no universitaria completa;10;10;5;Sí;3;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que no le pidan muchos documentos;No necesito;Sí;Nivel Alto
6008;1654;Lima;Lima;Mujer;21;Castellano;Sí;Secund. completa;30;30;10;No;;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
6009;1475;Lima;Lima;Hombre;24;Castellano;Sí;Secund. incompleta;20;20;20;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;En efectivo;;;En efectivo;No;No;No;Casa, familiares o amigos;No solicito;Pagos en fechas convenientes;No necesito;No;Nivel Alto
6010;1475;Lima;Lima;Hombre;59;Castellano;Sí;Secund. incompleta;20;20;10;No;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;Tengo pocos ingresos;No;Bajo nivel
6011;1654;Lima;Lima;Mujer;18;Castellano;Sí;Secund. completa;30;30;30;No;;;;;;;;;;;No;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
6012;1654;Lima;Lima;Mujer;22;Castellano;Sí;Sup. no universitaria incompleta;30;30;10;No;;No;;;;;;;;;No;No;No;Banco privado;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Bajo nivel
6013;2212;Lima;Lima;Hombre;58;Castellano;Sí;Sup. universitaria completa;25;25;10;Sí;3;No;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Sí;No;No;Banco privado;Banca Multiple;Cuotas que pueda pagar;;Sí;Nivel Alto
6014;1475;Lima;Lima;Hombre;68;Castellano;Sí;Secund. incompleta;20;20;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Bajo nivel
6015;2205;Lima;Lima;Mujer;47;Castellano;Sí;Secund. incompleta;15;15;5;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco privado;Banca Multiple;Trámite rápido y préstamo a tiempo;;No;Nivel Alto
6016;1395;Lima;Lima;Mujer;41;Castellano;Sí;Secund. completa;40;40;10;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Cajas municipales;No solicito;Que le den la cantidad que necesita;No necesito;No;Bajo nivel
6017;3486;Lima;Lima;Mujer;30;Castellano;Sí;Secund. completa;30;30;15;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
6018;4184;Lima;Lima;Mujer;39;Castellano;Sí;Primaria incompleta;30;30;10;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Financieras;Banca Multiple;Trámite rápido y préstamo a tiempo;;No;Bajo nivel
6019;1866;Lima;Lima;Hombre;68;Castellano;Sí;Primaria incompleta;30;30;10;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Financieras;No solicito;Pagos en fechas convenientes;No necesito;No;Nivel Alto
6020;4881;Lima;Lima;Mujer;29;Castellano;Sí;Secund. completa;30;30;10;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
6024;1133;Junin;Jauja;Mujer;28;Castellano;Sí;Secund. completa;;;15;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Cajas municipales;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
6025;1133;Junin;Jauja;Mujer;32;Castellano;Sí;Sup. universitaria completa;15;15;15;Sí;3;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;No;No;No;Cajas municipales;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Nivel Alto
6026;4276;Ica;Pisco;Mujer;66;Castellano;Sí;Primaria incompleta;20;20;5;No;;;;En efectivo;;;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
6027;5720;Ica;Pisco;Hombre;35;Castellano;Sí;Sup. no universitaria incompleta;20;20;5;Sí;6;Sí;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;En efectivo;En efectivo;;;Sí;No;No;Banco privado;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
6028;5701;Ica;Pisco;Mujer;35;Castellano;Sí;Secund. completa;20;20;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;;No;No;No;Banco privado;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);Sí;Bajo nivel
6029;5701;Ica;Pisco;Mujer;47;Castellano;Sí;Secund. incompleta;20;20;5;No;;;;En efectivo;;;En efectivo;;;;No;No;No;Banco privado;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
6030;4276;Ica;Pisco;Mujer;55;Castellano;Sí;Primaria incompleta;20;20;5;Sí;5;;;En efectivo;;;En efectivo;;;;No;No;No;Banco privado;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
6031;4276;Ica;Pisco;Mujer;36;Castellano;Sí;Secund. completa;20;20;5;Sí;10;;;En efectivo;;;En efectivo;;;;No;No;No;Banco privado;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
6032;3813;Ica;Pisco;Hombre;43;Castellano;Sí;Secund. incompleta;20;20;5;Sí;8;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
6033;3813;Ica;Pisco;Hombre;33;Castellano;Sí;Secund. completa;20;20;5;Sí;10;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);Sí;Bajo nivel
6034;2850;Ica;Pisco;Mujer;42;Castellano;Sí;Secund. completa;20;20;5;No;;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);Sí;Bajo nivel
